id_venta,id_cliente,producto,categoria,unidades,precio_unitario,ciudad,fecha
1254,141,Pizza,Comida,5,5.72,Madrid,2026-01-26
1255,342,Ensalada,Comida,4,5.87,Sevilla,2026-06-14
1256,38,Ensalada,Comida,3,6.37,Madrid,2026-04-24
1257,192,Cafe,Bebida,3,10.02,Valencia,2026-05-23
1258,389,Pizza,Comida,1,13.48,Sevilla,2026-01-12
1259,373,Hamburguesa,Comida,4,2.32,Sevilla,2026-04-23
1260,70,Hamburguesa,Comida,6,9.57,Madrid,2026-04-03
1261,467,Patatas,Comida,2,11.27,Valencia,2026-05-15
1262,368,Agua,Bebida,1,8.97,Bilbao,2026-02-07
1263,35,Refresco,Bebida,1,10.18,Madrid,2026-02-07
1264,219,Agua,Bebida,2,4.32,Valencia,2026-02-18
1265,365,Cafe,Bebida,1,13.49,Bilbao,2026-06-01
1266,9,Ensalada,Comida,6,9.1,Sevilla,2026-03-02
1267,408,Patatas,Comida,6,13.14,Valencia,2026-05-31
1268,192,Refresco,Bebida,1,1.14,Valencia,2026-04-22
1269,67,Cafe,Bebida,6,9.89,Sevilla,2026-03-03
1270,406,Patatas,Comida,2,6.98,Valencia,2026-01-25
1271,368,Agua,Bebida,3,1.78,Sevilla,2026-01-07
1272,393,Refresco,Bebida,4,1.64,Sevilla,2026-01-25
1273,42,Agua,Bebida,5,10.67,Sevilla,2026-01-10
1274,4,Pizza,Comida,4,6.47,Sevilla,2026-04-20
1275,328,Pizza,Comida,5,10.91,Madrid,2026-01-03
1276,273,Patatas,Comida,3,9.17,Sevilla,2026-05-14
1277,380,Agua,Bebida,6,8.05,Madrid,2026-05-07
1278,413,Agua,Bebida,2,1.94,Valencia,2026-03-19
1279,355,Agua,Bebida,3,10.3,Sevilla,2026-03-29
1280,338,Patatas,Comida,6,14.3,Valencia,2026-06-27
1281,96,Pizza,Comida,5,5.21,Sevilla,2026-02-21
1282,457,Agua,Bebida,2,4.01,Bilbao,2026-03-20
1283,154,Patatas,Comida,3,1.06,Sevilla,2026-01-01
1284,361,Cafe,Bebida,3,8.49,Bilbao,2026-03-17
1285,449,Cafe,Bebida,4,4.64,Valencia,2026-06-14
1286,251,Patatas,Comida,6,8.27,Bilbao,2026-06-14
1287,323,Ensalada,Comida,2,13.38,Madrid,2026-01-16
1288,268,Refresco,Bebida,5,10.12,Valencia,2026-04-17
1289,443,Hamburguesa,Comida,5,12.81,Bilbao,2026-04-02
1290,184,Cafe,Bebida,3,8.15,Bilbao,2026-04-28
1291,103,Patatas,Comida,1,8.08,Valencia,2026-06-05
1292,10,Ensalada,Comida,2,8.96,Madrid,2026-05-17
1293,489,Ensalada,Comida,3,8.77,Bilbao,2026-05-07
1294,9,Pizza,Comida,5,3.97,Bilbao,2026-04-16
1295,399,Pizza,Comida,1,8.81,Bilbao,2026-02-01
1296,170,Hamburguesa,Comida,1,5.99,Bilbao,2026-01-01
1297,394,Cafe,Bebida,6,5.03,Bilbao,2026-01-06
1298,268,Agua,Bebida,3,9.42,Madrid,2026-02-22
1299,395,Refresco,Bebida,5,12.83,Sevilla,2026-01-07
1300,397,Agua,Bebida,5,4.38,Sevilla,2026-04-17
1301,71,Ensalada,Comida,3,11.18,Bilbao,2026-04-22
1302,233,Hamburguesa,Comida,3,9.39,Bilbao,2026-01-17
1303,269,Patatas,Comida,1,12.41,Bilbao,2026-01-19
1304,402,Ensalada,Comida,1,12.9,Madrid,2026-02-14
1305,498,Cafe,Bebida,6,5.05,Valencia,2026-05-17
1306,114,Refresco,Bebida,1,13.26,Sevilla,2026-02-14
1307,292,Cafe,Bebida,1,4.99,Sevilla,2026-02-23
1308,450,Refresco,Bebida,4,2.06,Madrid,2026-06-23
1309,48,Cafe,Bebida,1,2.57,Valencia,2026-02-03
1310,367,Cafe,Bebida,4,5.46,Valencia,2026-03-29
1311,359,Refresco,Bebida,2,13.51,Valencia,2026-03-28
1312,439,Cafe,Bebida,3,8.23,Bilbao,2026-03-02
1313,273,Pizza,Comida,1,12.57,Valencia,2026-03-17
1314,248,Patatas,Comida,3,4.67,Valencia,2026-01-30
1315,361,Refresco,Bebida,2,12.49,Sevilla,2026-06-04
1316,212,Pizza,Comida,3,12.35,Valencia,2026-05-24
1317,338,Patatas,Comida,2,12.19,Madrid,2026-03-22
1318,277,Ensalada,Comida,2,6.42,Sevilla,2026-02-16
1319,196,Hamburguesa,Comida,1,6.37,Valencia,2026-01-12
1320,187,Ensalada,Comida,3,11.24,Sevilla,2026-06-17
1321,420,Agua,Bebida,5,6.58,Valencia,2026-01-24
1322,407,Refresco,Bebida,3,7.72,Sevilla,2026-01-29
1323,196,Ensalada,Comida,3,8.61,Bilbao,2026-06-13
1324,10,Agua,Bebida,5,14.22,Bilbao,2026-01-24
1325,63,Ensalada,Comida,2,7.39,Sevilla,2026-05-16
1326,373,Ensalada,Comida,1,7.64,Madrid,2026-05-09
1327,427,Cafe,Bebida,2,7.13,Madrid,2026-02-09
1328,332,Agua,Bebida,2,10.19,Sevilla,2026-01-22
1329,120,Patatas,Comida,2,6.91,Bilbao,2026-02-13
1330,93,Pizza,Comida,3,6.98,Bilbao,2026-01-03
1331,299,Hamburguesa,Comida,1,5.42,Sevilla,2026-05-05
1332,141,Ensalada,Comida,2,11.85,Bilbao,2026-03-22
1333,53,Agua,Bebida,4,9.03,Bilbao,2026-06-20
1334,325,Cafe,Bebida,2,2.22,Valencia,2026-06-28
1335,262,Ensalada,Comida,1,13.76,Sevilla,2026-05-07
1336,216,Patatas,Comida,5,1.71,Sevilla,2026-03-15
1337,213,Ensalada,Comida,2,14.38,Sevilla,2026-04-28
1338,437,Refresco,Bebida,1,14.3,Valencia,2026-05-22
1339,432,Hamburguesa,Comida,4,5.37,Madrid,2026-04-24
1340,285,Pizza,Comida,3,9.98,Madrid,2026-06-22
1341,372,Pizza,Comida,1,10.6,Sevilla,2026-02-01
1342,233,Ensalada,Comida,3,11.2,Sevilla,2026-04-23
1343,254,Refresco,Bebida,1,4.86,Valencia,2026-03-06
1344,367,Pizza,Comida,6,10.14,Madrid,2026-01-29
1345,445,Agua,Bebida,2,6.52,Sevilla,2026-06-20
1346,175,Ensalada,Comida,6,4.85,Sevilla,2026-03-19
1347,269,Agua,Bebida,4,14.4,Valencia,2026-04-08
1348,439,Ensalada,Comida,2,9.24,Bilbao,2026-02-05
1349,107,Refresco,Bebida,3,12.4,Bilbao,2026-02-04
1350,463,Refresco,Bebida,2,1.67,Sevilla,2026-06-05
1351,154,Patatas,Comida,2,11.89,Valencia,2026-01-31
1352,166,Patatas,Comida,6,10.73,Valencia,2026-03-03
1353,224,Hamburguesa,Comida,4,14.55,Bilbao,2026-04-22
1354,45,Refresco,Bebida,4,11.76,Sevilla,2026-02-22
1355,223,Refresco,Bebida,2,14.98,Valencia,2026-04-13
1356,66,Hamburguesa,Comida,2,5.92,Valencia,2026-06-12
1357,469,Agua,Bebida,3,9.41,Valencia,2026-03-08
1358,141,Hamburguesa,Comida,4,11.18,Valencia,2026-01-20
1359,59,Pizza,Comida,6,9.75,Valencia,2026-01-11
1360,365,Pizza,Comida,4,8.01,Valencia,2026-03-03
1361,490,Hamburguesa,Comida,6,9.4,Valencia,2026-06-27
1362,221,Ensalada,Comida,4,6.36,Sevilla,2026-03-27
1363,292,Hamburguesa,Comida,2,10.05,Bilbao,2026-06-27
1364,498,Cafe,Bebida,1,12.25,Sevilla,2026-06-06
1365,225,Cafe,Bebida,3,9.14,Sevilla,2026-04-13
1366,213,Hamburguesa,Comida,2,8.81,Bilbao,2026-01-20
1367,249,Refresco,Bebida,1,1.32,Valencia,2026-01-17
1368,325,Agua,Bebida,3,14.22,Madrid,2026-01-20
1369,170,Patatas,Comida,1,10.78,Valencia,2026-06-25
1370,40,Pizza,Comida,3,4.85,Valencia,2026-04-09
1371,411,Agua,Bebida,2,2.87,Madrid,2026-06-08
1372,160,Patatas,Comida,1,1.69,Madrid,2026-01-06
1373,92,Cafe,Bebida,2,14.89,Madrid,2026-06-06
1374,367,Cafe,Bebida,3,7.35,Madrid,2026-02-01
1375,325,Ensalada,Comida,1,1.97,Sevilla,2026-06-09
1376,291,Ensalada,Comida,6,13.27,Sevilla,2026-06-02
1377,462,Cafe,Bebida,2,12.37,Sevilla,2026-01-12
1378,79,Hamburguesa,Comida,1,14.4,Sevilla,2026-04-03
1379,118,Ensalada,Comida,4,12.55,Sevilla,2026-04-21
1380,97,Agua,Bebida,6,11.06,Sevilla,2026-03-22
1381,67,Hamburguesa,Comida,2,4.56,Sevilla,2026-02-26
1382,401,Cafe,Bebida,2,13.51,Madrid,2026-03-05
1383,73,Refresco,Bebida,5,11.19,Sevilla,2026-02-26
1384,341,Cafe,Bebida,6,3.39,Valencia,2026-01-11
1385,445,Agua,Bebida,3,9.9,Sevilla,2026-03-23
1386,494,Pizza,Comida,3,2.73,Sevilla,2026-05-25
1387,499,Patatas,Comida,1,4.89,Bilbao,2026-04-22
1388,23,Refresco,Bebida,6,10.59,Sevilla,2026-04-23
1389,193,Patatas,Comida,5,6.21,Bilbao,2026-04-21
1390,275,Refresco,Bebida,3,10.23,Bilbao,2026-01-12
1391,91,Patatas,Comida,6,5.24,Valencia,2026-01-08
1392,122,Pizza,Comida,3,7.77,Sevilla,2026-01-15
1393,298,Pizza,Comida,4,1.44,Valencia,2026-01-19
1394,464,Hamburguesa,Comida,1,11.29,Valencia,2026-06-17
1395,421,Refresco,Bebida,1,9.52,Valencia,2026-03-07
1396,276,Pizza,Comida,4,6.55,Bilbao,2026-05-30
1397,388,Ensalada,Comida,6,7.12,Bilbao,2026-03-28
1398,449,Ensalada,Comida,3,8.43,Bilbao,2026-03-12
1399,227,Hamburguesa,Comida,6,7.06,Valencia,2026-03-24
1400,166,Agua,Bebida,6,2.04,Sevilla,2026-04-01
1401,13,Cafe,Bebida,6,1.49,Bilbao,2026-01-06
1402,382,Patatas,Comida,4,9.98,Sevilla,2026-03-09
1403,53,Cafe,Bebida,6,12.49,Madrid,2026-06-11
1404,418,Refresco,Bebida,2,7.93,Sevilla,2026-03-23
1405,27,Refresco,Bebida,6,6.71,Sevilla,2026-02-11
1406,312,Patatas,Comida,1,3.0,Valencia,2026-03-11
1407,126,Patatas,Comida,5,5.21,Sevilla,2026-03-05
1408,452,Refresco,Bebida,3,9.14,Bilbao,2026-04-12
1409,324,Patatas,Comida,1,5.94,Sevilla,2026-03-29
1410,196,Ensalada,Comida,1,9.32,Sevilla,2026-01-08
1411,365,Cafe,Bebida,1,1.33,Bilbao,2026-03-05
1412,5,Refresco,Bebida,4,13.16,Sevilla,2026-04-26
1413,394,Agua,Bebida,3,2.39,Bilbao,2026-05-25
1414,173,Agua,Bebida,4,6.11,Sevilla,2026-05-14
1415,321,Ensalada,Comida,1,8.99,Sevilla,2026-05-25
1416,132,Cafe,Bebida,4,12.61,Sevilla,2026-02-17
1417,355,Hamburguesa,Comida,5,3.03,Valencia,2026-03-18
1418,207,Agua,Bebida,6,3.53,Madrid,2026-02-05
1419,211,Ensalada,Comida,3,2.03,Valencia,2026-01-03
1420,264,Patatas,Comida,4,1.51,Sevilla,2026-06-26
1421,224,Cafe,Bebida,4,12.39,Bilbao,2026-04-02
1422,465,Refresco,Bebida,4,14.6,Bilbao,2026-04-07
1423,9,Refresco,Bebida,4,14.15,Madrid,2026-01-23
1424,337,Patatas,Comida,6,3.27,Valencia,2026-01-31
1425,163,Refresco,Bebida,1,3.96,Madrid,2026-04-02
1426,365,Patatas,Comida,6,9.49,Valencia,2026-06-09
1427,330,Agua,Bebida,4,5.44,Bilbao,2026-01-26
1428,267,Hamburguesa,Comida,3,9.66,Sevilla,2026-02-15
1429,230,Ensalada,Comida,2,12.68,Valencia,2026-03-30
1430,454,Refresco,Bebida,6,9.14,Bilbao,2026-01-25
1431,106,Agua,Bebida,5,1.64,Bilbao,2026-01-23
1432,407,Cafe,Bebida,1,8.17,Madrid,2026-02-25
1433,251,Hamburguesa,Comida,4,11.69,Sevilla,2026-06-17
1434,129,Pizza,Comida,3,6.16,Bilbao,2026-02-12
1435,431,Refresco,Bebida,3,10.33,Sevilla,2026-05-06
1436,365,Refresco,Bebida,1,11.56,Valencia,2026-03-24
1437,472,Cafe,Bebida,5,8.56,Valencia,2026-03-10
1438,272,Hamburguesa,Comida,1,4.2,Madrid,2026-04-23
1439,188,Cafe,Bebida,1,14.09,Madrid,2026-05-15
1440,364,Agua,Bebida,5,8.78,Sevilla,2026-06-03
1441,97,Patatas,Comida,3,7.89,Valencia,2026-04-13
1442,170,Pizza,Comida,6,10.81,Bilbao,2026-05-11
1443,99,Hamburguesa,Comida,1,3.34,Bilbao,2026-05-15
1444,259,Patatas,Comida,3,1.47,Bilbao,2026-02-15
1445,97,Ensalada,Comida,2,9.59,Valencia,2026-01-19
1446,390,Refresco,Bebida,6,5.05,Madrid,2026-02-28
1447,218,Cafe,Bebida,5,1.7,Sevilla,2026-05-25
1448,351,Ensalada,Comida,5,5.86,Valencia,2026-01-16
1449,54,Agua,Bebida,2,3.84,Madrid,2026-04-25
1450,354,Cafe,Bebida,1,1.07,Sevilla,2026-06-19
1451,82,Patatas,Comida,2,9.02,Madrid,2026-04-24
1452,464,Pizza,Comida,4,5.67,Valencia,2026-03-08
1453,131,Cafe,Bebida,5,2.36,Bilbao,2026-01-28
1454,354,Ensalada,Comida,1,2.96,Valencia,2026-04-10
1455,241,Patatas,Comida,1,10.93,Valencia,2026-02-19
1456,384,Pizza,Comida,6,11.82,Madrid,2026-06-14
1457,287,Patatas,Comida,5,8.94,Bilbao,2026-05-10
1458,331,Refresco,Bebida,5,11.97,Valencia,2026-02-27
1459,77,Agua,Bebida,5,13.68,Sevilla,2026-05-04
1460,198,Pizza,Comida,4,1.85,Madrid,2026-06-13
1461,26,Hamburguesa,Comida,3,6.07,Madrid,2026-03-19
1462,477,Patatas,Comida,4,7.02,Sevilla,2026-02-11
1463,135,Refresco,Bebida,5,2.43,Bilbao,2026-05-01
1464,86,Agua,Bebida,3,7.06,Valencia,2026-01-08
1465,193,Ensalada,Comida,5,8.52,Madrid,2026-03-24
1466,112,Hamburguesa,Comida,5,5.17,Sevilla,2026-02-18
1467,449,Cafe,Bebida,4,6.98,Bilbao,2026-06-30
1468,148,Refresco,Bebida,3,5.41,Sevilla,2026-02-26
1469,149,Hamburguesa,Comida,2,8.73,Bilbao,2026-01-17
1470,290,Pizza,Comida,4,12.03,Valencia,2026-05-21
1471,228,Pizza,Comida,2,10.81,Valencia,2026-02-26
1472,271,Cafe,Bebida,4,10.49,Bilbao,2026-05-26
1473,338,Hamburguesa,Comida,1,14.14,Sevilla,2026-04-06
1474,275,Refresco,Bebida,6,9.98,Sevilla,2026-04-13
1475,82,Hamburguesa,Comida,3,5.63,Bilbao,2026-02-08
1476,193,Patatas,Comida,5,10.84,Bilbao,2026-01-07
1477,334,Pizza,Comida,3,13.06,Bilbao,2026-03-17
1478,482,Cafe,Bebida,3,14.82,Bilbao,2026-03-31
1479,487,Ensalada,Comida,4,11.28,Valencia,2026-01-23
1480,399,Refresco,Bebida,6,6.65,Sevilla,2026-02-08
1481,477,Agua,Bebida,5,14.83,Bilbao,2026-03-17
1482,21,Refresco,Bebida,1,12.67,Bilbao,2026-02-02
1483,39,Agua,Bebida,4,10.18,Madrid,2026-04-24
1484,118,Agua,Bebida,5,9.32,Bilbao,2026-02-11
1485,488,Hamburguesa,Comida,2,6.98,Madrid,2026-04-29
1486,350,Refresco,Bebida,2,13.12,Sevilla,2026-05-08
1487,386,Hamburguesa,Comida,4,2.61,Madrid,2026-01-17
1488,137,Hamburguesa,Comida,4,10.92,Valencia,2026-03-23
1489,424,Pizza,Comida,2,3.99,Valencia,2026-01-05
1490,92,Hamburguesa,Comida,6,8.04,Bilbao,2026-05-14
1491,222,Agua,Bebida,3,13.95,Bilbao,2026-05-22
1492,483,Patatas,Comida,4,6.57,Bilbao,2026-06-12
1493,75,Hamburguesa,Comida,4,2.39,Valencia,2026-06-02
1494,430,Patatas,Comida,2,6.35,Bilbao,2026-02-22
1495,41,Pizza,Comida,6,2.48,Bilbao,2026-02-21
1496,21,Patatas,Comida,4,12.36,Bilbao,2026-05-14
1497,481,Hamburguesa,Comida,1,7.85,Sevilla,2026-06-04
1498,77,Refresco,Bebida,3,12.37,Bilbao,2026-02-10
1499,365,Pizza,Comida,1,4.44,Sevilla,2026-02-17
1500,453,Agua,Bebida,2,2.89,Sevilla,2026-05-11
1501,142,Ensalada,Comida,6,12.18,Valencia,2026-06-20
1502,364,Refresco,Bebida,3,11.87,Bilbao,2026-02-01
1503,163,Agua,Bebida,4,7.35,Bilbao,2026-05-19
1504,371,Cafe,Bebida,5,7.62,Madrid,2026-03-22
1505,212,Cafe,Bebida,2,14.45,Valencia,2026-04-08
1506,376,Cafe,Bebida,5,14.57,Valencia,2026-05-07
1507,337,Refresco,Bebida,1,3.78,Bilbao,2026-06-10
1508,25,Refresco,Bebida,2,4.19,Sevilla,2026-03-30
1509,400,Refresco,Bebida,4,10.7,Madrid,2026-04-15
1510,129,Hamburguesa,Comida,4,2.22,Madrid,2026-05-26
1511,1,Agua,Bebida,3,3.14,Bilbao,2026-02-13
1512,7,Refresco,Bebida,5,10.02,Valencia,2026-05-18
1513,25,Hamburguesa,Comida,3,13.97,Madrid,2026-06-02
1514,122,Hamburguesa,Comida,5,4.08,Sevilla,2026-05-29
1515,391,Pizza,Comida,4,3.23,Valencia,2026-03-23
1516,249,Refresco,Bebida,2,8.33,Madrid,2026-05-18
1517,479,Ensalada,Comida,4,14.78,Madrid,2026-05-02
1518,268,Refresco,Bebida,1,11.76,Valencia,2026-03-01
1519,300,Cafe,Bebida,2,6.07,Madrid,2026-04-30
1520,492,Agua,Bebida,5,8.12,Valencia,2026-02-08
1521,106,Refresco,Bebida,4,1.33,Madrid,2026-06-18
1522,488,Ensalada,Comida,4,1.85,Madrid,2026-01-09
1523,141,Hamburguesa,Comida,3,6.41,Sevilla,2026-06-10
1524,120,Refresco,Bebida,2,10.11,Valencia,2026-01-07
1525,433,Hamburguesa,Comida,6,7.27,Madrid,2026-02-20
1526,289,Agua,Bebida,3,5.19,Madrid,2026-06-12
1527,116,Cafe,Bebida,3,3.03,Bilbao,2026-01-24
1528,148,Refresco,Bebida,1,3.21,Valencia,2026-04-06
1529,276,Ensalada,Comida,4,14.37,Madrid,2026-03-19
1530,286,Ensalada,Comida,6,14.47,Valencia,2026-04-04
1531,302,Agua,Bebida,6,8.88,Valencia,2026-05-14
1532,149,Patatas,Comida,4,8.6,Bilbao,2026-03-21
1533,196,Refresco,Bebida,3,2.03,Valencia,2026-05-01
1534,385,Agua,Bebida,5,1.83,Valencia,2026-05-29
1535,229,Agua,Bebida,2,12.45,Sevilla,2026-02-08
1536,124,Agua,Bebida,4,11.56,Sevilla,2026-01-15
1537,465,Hamburguesa,Comida,1,13.45,Bilbao,2026-05-30
1538,191,Refresco,Bebida,1,13.52,Sevilla,2026-03-29
1539,263,Patatas,Comida,4,6.45,Bilbao,2026-03-16
1540,25,Hamburguesa,Comida,3,5.14,Valencia,2026-01-29
1541,180,Cafe,Bebida,1,11.12,Bilbao,2026-04-04
1542,97,Hamburguesa,Comida,6,13.21,Madrid,2026-01-26
1543,12,Cafe,Bebida,6,5.36,Madrid,2026-02-17
1544,133,Ensalada,Comida,4,9.47,Valencia,2026-03-09
1545,224,Refresco,Bebida,4,1.16,Bilbao,2026-06-06
1546,114,Refresco,Bebida,4,10.32,Valencia,2026-01-26
1547,304,Ensalada,Comida,2,4.48,Sevilla,2026-01-21
1548,133,Patatas,Comida,6,2.11,Bilbao,2026-06-22
1549,374,Ensalada,Comida,5,5.78,Valencia,2026-04-06
1550,73,Ensalada,Comida,1,10.07,Sevilla,2026-01-17
1551,304,Agua,Bebida,1,5.99,Madrid,2026-01-19
1552,198,Pizza,Comida,1,8.21,Sevilla,2026-01-08
1553,134,Hamburguesa,Comida,4,2.75,Valencia,2026-01-19
1554,200,Patatas,Comida,6,13.68,Bilbao,2026-03-21
1555,37,Ensalada,Comida,5,11.81,Sevilla,2026-05-17
1556,122,Refresco,Bebida,2,11.49,Sevilla,2026-04-09
1557,360,Agua,Bebida,5,14.98,Madrid,2026-04-19
1558,66,Agua,Bebida,6,12.16,Madrid,2026-02-27
1559,470,Ensalada,Comida,3,11.9,Valencia,2026-01-09
1560,213,Pizza,Comida,2,13.48,Valencia,2026-01-14
1561,489,Patatas,Comida,2,4.12,Bilbao,2026-04-22
1562,87,Pizza,Comida,3,6.53,Valencia,2026-05-07
1563,459,Cafe,Bebida,4,8.5,Madrid,2026-01-09
1564,157,Agua,Bebida,4,13.98,Bilbao,2026-03-22
1565,36,Cafe,Bebida,2,10.9,Sevilla,2026-01-08
1566,59,Agua,Bebida,4,3.31,Madrid,2026-03-19
1567,104,Ensalada,Comida,1,8.93,Madrid,2026-03-30
1568,132,Ensalada,Comida,4,10.59,Sevilla,2026-05-30
1569,40,Patatas,Comida,4,6.25,Bilbao,2026-02-20
1570,331,Ensalada,Comida,4,9.46,Valencia,2026-03-25
1571,485,Ensalada,Comida,5,11.28,Bilbao,2026-04-25
1572,45,Patatas,Comida,2,14.73,Madrid,2026-02-12
1573,114,Ensalada,Comida,4,12.65,Bilbao,2026-02-20
1574,176,Patatas,Comida,5,6.27,Madrid,2026-03-20
1575,350,Patatas,Comida,5,10.47,Madrid,2026-01-14
1576,270,Pizza,Comida,2,14.2,Valencia,2026-02-17
1577,156,Agua,Bebida,5,2.84,Madrid,2026-01-07
1578,374,Hamburguesa,Comida,6,10.14,Valencia,2026-06-16
1579,341,Refresco,Bebida,6,3.0,Madrid,2026-06-19
1580,335,Patatas,Comida,3,1.3,Madrid,2026-03-24
1581,164,Patatas,Comida,3,1.12,Madrid,2026-02-21
1582,110,Pizza,Comida,5,2.49,Valencia,2026-02-15
1583,74,Hamburguesa,Comida,2,11.59,Valencia,2026-04-21
1584,97,Hamburguesa,Comida,3,11.84,Sevilla,2026-02-06
1585,390,Refresco,Bebida,5,9.74,Bilbao,2026-01-19
1586,348,Pizza,Comida,1,9.24,Sevilla,2026-06-28
1587,330,Agua,Bebida,1,10.47,Madrid,2026-01-15
1588,435,Cafe,Bebida,2,14.37,Sevilla,2026-03-09
1589,269,Hamburguesa,Comida,3,7.4,Sevilla,2026-06-10
1590,490,Hamburguesa,Comida,3,13.67,Madrid,2026-05-02
1591,55,Agua,Bebida,6,14.43,Sevilla,2026-05-31
1592,408,Cafe,Bebida,6,11.79,Sevilla,2026-04-19
1593,404,Refresco,Bebida,1,8.7,Sevilla,2026-03-12
1594,243,Pizza,Comida,5,2.03,Bilbao,2026-05-09
1595,482,Ensalada,Comida,6,6.67,Madrid,2026-05-08
1596,325,Hamburguesa,Comida,4,13.02,Madrid,2026-04-27
1597,143,Patatas,Comida,6,12.37,Madrid,2026-06-06
1598,94,Agua,Bebida,6,6.47,Valencia,2026-05-24
1599,406,Refresco,Bebida,1,10.67,Sevilla,2026-05-10
1600,199,Pizza,Comida,3,11.92,Bilbao,2026-05-29
1601,149,Agua,Bebida,2,3.6,Bilbao,2026-03-19
1602,261,Patatas,Comida,1,8.29,Sevilla,2026-04-10
1603,59,Refresco,Bebida,3,1.55,Madrid,2026-01-15
1604,452,Hamburguesa,Comida,3,9.94,Sevilla,2026-02-19
1605,183,Cafe,Bebida,4,5.37,Bilbao,2026-06-11
1606,234,Hamburguesa,Comida,3,12.97,Valencia,2026-03-27
1607,322,Ensalada,Comida,2,4.98,Valencia,2026-01-06
1608,266,Cafe,Bebida,2,2.0,Madrid,2026-01-04
1609,311,Refresco,Bebida,3,1.24,Madrid,2026-04-03
1610,307,Pizza,Comida,3,12.73,Valencia,2026-05-06
1611,432,Hamburguesa,Comida,3,7.89,Sevilla,2026-02-20
1612,81,Hamburguesa,Comida,1,4.79,Sevilla,2026-01-28
1613,23,Hamburguesa,Comida,5,5.66,Valencia,2026-06-26
1614,48,Pizza,Comida,6,8.66,Madrid,2026-06-03
1615,435,Refresco,Bebida,2,10.79,Valencia,2026-04-13
1616,36,Cafe,Bebida,6,1.34,Madrid,2026-05-05
1617,354,Cafe,Bebida,4,12.6,Sevilla,2026-06-12
1618,466,Hamburguesa,Comida,3,14.0,Sevilla,2026-02-14
1619,1,Cafe,Bebida,6,6.46,Valencia,2026-01-05
1620,93,Ensalada,Comida,3,6.46,Madrid,2026-03-16
1621,287,Pizza,Comida,3,1.96,Valencia,2026-03-04
1622,445,Cafe,Bebida,2,14.85,Madrid,2026-02-19
1623,257,Pizza,Comida,3,2.14,Bilbao,2026-04-08
1624,464,Agua,Bebida,1,8.41,Sevilla,2026-01-04
1625,311,Refresco,Bebida,4,6.49,Bilbao,2026-04-20
1626,492,Cafe,Bebida,6,4.61,Sevilla,2026-02-10
1627,94,Pizza,Comida,3,1.78,Madrid,2026-02-06
1628,231,Patatas,Comida,2,13.63,Bilbao,2026-03-29
1629,292,Cafe,Bebida,6,8.63,Madrid,2026-03-17
1630,157,Cafe,Bebida,1,6.9,Bilbao,2026-04-08
1631,352,Agua,Bebida,5,6.27,Madrid,2026-05-29
1632,370,Patatas,Comida,1,8.99,Valencia,2026-06-12
1633,243,Pizza,Comida,5,10.92,Madrid,2026-06-03
1634,392,Ensalada,Comida,5,10.19,Madrid,2026-04-09
1635,481,Pizza,Comida,2,3.16,Sevilla,2026-04-03
1636,421,Ensalada,Comida,1,6.11,Madrid,2026-02-24
1637,102,Cafe,Bebida,3,6.77,Valencia,2026-06-29
1638,158,Ensalada,Comida,1,12.52,Madrid,2026-01-01
1639,76,Hamburguesa,Comida,5,6.86,Bilbao,2026-05-30
1640,121,Hamburguesa,Comida,3,13.22,Madrid,2026-04-06
1641,176,Cafe,Bebida,1,14.57,Madrid,2026-06-19
1642,309,Refresco,Bebida,4,9.14,Bilbao,2026-06-14
1643,369,Pizza,Comida,4,2.29,Valencia,2026-04-23
1644,130,Hamburguesa,Comida,5,5.84,Sevilla,2026-05-09
1645,423,Ensalada,Comida,5,8.31,Sevilla,2026-03-15
1646,437,Hamburguesa,Comida,1,12.76,Madrid,2026-01-22
1647,213,Pizza,Comida,4,7.06,Madrid,2026-01-28
1648,30,Hamburguesa,Comida,4,11.49,Sevilla,2026-03-07
1649,156,Cafe,Bebida,2,12.77,Valencia,2026-02-11
1650,108,Ensalada,Comida,4,11.35,Valencia,2026-05-20
1651,440,Hamburguesa,Comida,3,14.45,Bilbao,2026-01-26
1652,343,Agua,Bebida,1,11.84,Bilbao,2026-02-08
1653,95,Agua,Bebida,2,3.7,Valencia,2026-05-11
1654,261,Pizza,Comida,5,12.66,Bilbao,2026-02-23
1655,327,Cafe,Bebida,4,2.79,Bilbao,2026-06-05
1656,321,Pizza,Comida,4,5.94,Sevilla,2026-02-20
1657,310,Patatas,Comida,4,2.26,Madrid,2026-03-06
1658,69,Refresco,Bebida,6,10.78,Bilbao,2026-01-09
1659,101,Ensalada,Comida,3,12.92,Bilbao,2026-03-18
1660,316,Cafe,Bebida,3,9.01,Madrid,2026-03-27
1661,399,Pizza,Comida,5,11.71,Bilbao,2026-04-08
1662,224,Patatas,Comida,5,2.31,Madrid,2026-05-06
1663,351,Pizza,Comida,2,4.91,Valencia,2026-03-14
1664,105,Refresco,Bebida,6,4.26,Valencia,2026-05-12
1665,96,Agua,Bebida,1,1.05,Valencia,2026-01-14
1666,478,Agua,Bebida,4,6.28,Madrid,2026-01-17
1667,192,Agua,Bebida,2,3.92,Sevilla,2026-03-05
1668,389,Hamburguesa,Comida,6,6.83,Bilbao,2026-05-20
1669,405,Patatas,Comida,6,5.67,Bilbao,2026-01-28
1670,253,Ensalada,Comida,1,8.35,Madrid,2026-04-18
