id_venta,id_cliente,producto,categoria,unidades,precio_unitario,ciudad,fecha,importe
1075,158,Patatas,Comida,4,10.35,Valencia,2026-05-14,41.4
1076,393,Hamburguesa,Comida,6,14.38,Valencia,2026-03-20,86.28
1077,250,Ensalada,Comida,5,5.13,Madrid,2026-06-30,25.65
1078,76,Ensalada,Comida,5,6.16,Valencia,2026-05-15,30.8
1079,256,Refresco,Bebida,2,13.46,Bilbao,2026-06-09,26.92
1080,205,Cafe,Bebida,5,9.62,Sevilla,2026-04-18,48.099999999999994
1081,94,Agua,Bebida,4,13.92,Madrid,2026-06-09,55.68
1082,1,Patatas,Comida,3,8.49,Sevilla,2026-05-16,25.47
1083,143,Ensalada,Comida,6,3.7,Valencia,2026-01-13,22.200000000000003
1084,457,Pizza,Comida,2,9.45,Sevilla,2026-01-29,18.9
1085,416,Hamburguesa,Comida,1,6.95,Valencia,2026-02-26,6.95
1086,353,Agua,Bebida,5,1.07,Valencia,2026-05-28,5.3500000000000005
1087,33,Hamburguesa,Comida,2,13.85,Madrid,2026-05-04,27.7
1088,62,Pizza,Comida,3,6.03,Bilbao,2026-03-05,18.09
1089,228,Patatas,Comida,4,11.79,Valencia,2026-02-12,47.16
1090,16,Cafe,Bebida,4,3.81,Madrid,2026-06-01,15.24
1091,169,Agua,Bebida,3,14.07,Sevilla,2026-04-11,42.21
1092,360,Patatas,Comida,5,10.74,Bilbao,2026-01-17,53.7
1093,351,Refresco,Bebida,6,11.46,Sevilla,2026-01-09,68.76
1094,413,Ensalada,Comida,4,6.34,Valencia,2026-02-23,25.36
1095,177,Hamburguesa,Comida,4,10.88,Madrid,2026-05-28,43.52
1096,195,Cafe,Bebida,6,14.16,Madrid,2026-06-12,84.96000000000001
1097,258,Refresco,Bebida,3,3.4,Bilbao,2026-04-11,10.2
1098,344,Pizza,Comida,5,13.33,Bilbao,2026-03-06,66.65
1099,259,Pizza,Comida,4,10.53,Valencia,2026-05-15,42.12
1100,253,Pizza,Comida,1,4.73,Madrid,2026-03-18,4.73
1101,109,Refresco,Bebida,1,6.16,Valencia,2026-01-20,6.16
1102,166,Agua,Bebida,5,13.47,Bilbao,2026-05-02,67.35000000000001
1103,150,Pizza,Comida,1,2.39,Bilbao,2026-06-11,2.39
1104,316,Agua,Bebida,4,9.81,Valencia,2026-03-01,39.24
1105,202,Agua,Bebida,4,12.53,Bilbao,2026-04-24,50.12
1106,174,Cafe,Bebida,1,11.69,Valencia,2026-02-27,11.69
1107,42,Refresco,Bebida,1,6.47,Valencia,2026-02-17,6.47
1108,461,Patatas,Comida,3,3.79,Valencia,2026-03-29,11.370000000000001
1109,189,Agua,Bebida,6,6.73,Sevilla,2026-03-27,40.38
1110,312,Patatas,Comida,5,2.61,Sevilla,2026-01-01,13.049999999999999
1111,6,Patatas,Comida,4,7.45,Sevilla,2026-03-03,29.8
1112,440,Cafe,Bebida,5,6.01,Valencia,2026-02-16,30.049999999999997
1113,102,Ensalada,Comida,6,7.04,Valencia,2026-04-10,42.24
1114,115,Patatas,Comida,5,11.47,Madrid,2026-03-03,57.35
1115,64,Pizza,Comida,3,13.61,Sevilla,2026-06-10,40.83
1116,184,Refresco,Bebida,5,6.88,Valencia,2026-06-22,34.4
1117,349,Refresco,Bebida,2,5.42,Madrid,2026-06-27,10.84
1118,405,Hamburguesa,Comida,3,14.51,Bilbao,2026-05-28,43.53
1119,155,Patatas,Comida,1,9.49,Bilbao,2026-02-05,9.49
1120,471,Ensalada,Comida,1,9.87,Sevilla,2026-01-25,9.87
1121,240,Cafe,Bebida,2,1.4,Valencia,2026-06-14,2.8
1122,231,Ensalada,Comida,6,2.03,Madrid,2026-05-11,12.18
1123,413,Ensalada,Comida,3,2.81,Valencia,2026-02-03,8.43
1124,444,Agua,Bebida,6,2.64,Madrid,2026-02-27,15.84
1125,319,Pizza,Comida,2,14.44,Madrid,2026-04-14,28.88
1126,102,Patatas,Comida,4,8.16,Bilbao,2026-04-21,32.64
1127,199,Agua,Bebida,6,6.11,Bilbao,2026-03-02,36.660000000000004
1128,28,Ensalada,Comida,3,9.71,Sevilla,2026-05-29,29.130000000000003
1129,149,Cafe,Bebida,2,9.99,Valencia,2026-03-19,19.98
1130,154,Ensalada,Comida,2,3.55,Valencia,2026-03-01,7.1
1131,349,Pizza,Comida,2,3.6,Valencia,2026-02-04,7.2
1132,161,Patatas,Comida,6,3.56,Bilbao,2026-04-30,21.36
1133,443,Cafe,Bebida,3,4.93,Madrid,2026-06-17,14.79
1134,472,Refresco,Bebida,3,11.94,Valencia,2026-05-27,35.82
1135,147,Pizza,Comida,5,9.99,Sevilla,2026-04-26,49.95
1136,132,Hamburguesa,Comida,2,14.9,Madrid,2026-03-06,29.8
1137,352,Ensalada,Comida,1,13.88,Bilbao,2026-04-12,13.88
1138,331,Refresco,Bebida,5,13.56,Madrid,2026-03-14,67.8
1139,97,Refresco,Bebida,5,1.08,Sevilla,2026-05-13,5.4
1140,236,Patatas,Comida,3,11.18,Valencia,2026-05-09,33.54
1141,245,Refresco,Bebida,3,4.02,Sevilla,2026-01-21,12.059999999999999
1142,377,Agua,Bebida,3,2.48,Bilbao,2026-02-27,7.4399999999999995
1143,381,Pizza,Comida,4,13.97,Bilbao,2026-06-09,55.88
1144,396,Hamburguesa,Comida,5,5.94,Bilbao,2026-05-31,29.700000000000003
1145,435,Cafe,Bebida,4,4.14,Valencia,2026-06-15,16.56
1146,264,Ensalada,Comida,1,1.12,Valencia,2026-05-01,1.12
1147,403,Hamburguesa,Comida,4,9.06,Madrid,2026-01-19,36.24
1148,215,Agua,Bebida,2,13.52,Madrid,2026-03-04,27.04
1149,498,Refresco,Bebida,1,9.83,Valencia,2026-01-21,9.83
1150,324,Hamburguesa,Comida,6,3.67,Madrid,2026-02-17,22.02
1151,289,Agua,Bebida,4,9.33,Sevilla,2026-01-12,37.32
1152,194,Refresco,Bebida,6,6.62,Sevilla,2026-02-03,39.72
1153,113,Ensalada,Comida,1,9.51,Bilbao,2026-02-21,9.51
1154,191,Agua,Bebida,1,3.94,Sevilla,2026-04-25,3.94
1155,61,Patatas,Comida,3,8.04,Madrid,2026-03-05,24.119999999999997
1156,330,Patatas,Comida,2,11.23,Bilbao,2026-06-01,22.46
1157,370,Refresco,Bebida,1,10.57,Bilbao,2026-04-23,10.57
1158,459,Refresco,Bebida,5,8.58,Madrid,2026-03-18,42.9
1159,464,Ensalada,Comida,4,2.35,Valencia,2026-03-16,9.4
1160,393,Pizza,Comida,1,5.15,Madrid,2026-03-02,5.15
1161,499,Pizza,Comida,1,11.12,Sevilla,2026-06-27,11.12
1162,493,Pizza,Comida,3,6.7,Bilbao,2026-05-27,20.1
1163,376,Ensalada,Comida,4,14.05,Valencia,2026-06-13,56.2
1164,441,Cafe,Bebida,5,7.14,Sevilla,2026-03-23,35.699999999999996
1165,194,Cafe,Bebida,6,3.22,Madrid,2026-04-19,19.32
1166,59,Agua,Bebida,6,12.31,Valencia,2026-02-04,73.86
1167,410,Patatas,Comida,2,2.29,Bilbao,2026-05-12,4.58
1168,241,Cafe,Bebida,2,10.55,Sevilla,2026-05-25,21.1
1169,399,Hamburguesa,Comida,1,9.44,Madrid,2026-01-23,9.44
1170,381,Hamburguesa,Comida,1,9.61,Sevilla,2026-06-12,9.61
1171,15,Patatas,Comida,1,14.66,Sevilla,2026-03-11,14.66
1172,66,Patatas,Comida,5,5.93,Valencia,2026-02-19,29.65
1173,244,Pizza,Comida,6,14.4,Sevilla,2026-04-19,86.4
1174,194,Refresco,Bebida,3,11.47,Sevilla,2026-05-15,34.410000000000004
1175,341,Ensalada,Comida,6,3.7,Sevilla,2026-02-28,22.200000000000003
1176,160,Refresco,Bebida,4,12.05,Sevilla,2026-06-21,48.2
1177,93,Refresco,Bebida,5,11.51,Sevilla,2026-03-31,57.55
1178,26,Ensalada,Comida,6,1.57,Bilbao,2026-03-31,9.42
1179,170,Refresco,Bebida,4,14.7,Bilbao,2026-01-02,58.8
1180,333,Patatas,Comida,1,9.37,Bilbao,2026-01-20,9.37
1181,193,Refresco,Bebida,3,4.46,Valencia,2026-04-20,13.379999999999999
1182,32,Patatas,Comida,1,9.51,Madrid,2026-01-01,9.51
1183,154,Ensalada,Comida,6,2.05,Valencia,2026-01-12,12.299999999999999
1184,91,Ensalada,Comida,3,3.92,Madrid,2026-02-10,11.76
1185,71,Ensalada,Comida,6,6.85,Valencia,2026-01-03,41.099999999999994
1186,62,Ensalada,Comida,3,7.85,Bilbao,2026-01-05,23.549999999999997
1187,284,Ensalada,Comida,3,14.58,Madrid,2026-05-06,43.74
1188,283,Cafe,Bebida,3,7.52,Valencia,2026-03-17,22.56
1189,18,Ensalada,Comida,2,1.27,Valencia,2026-02-14,2.54
1190,373,Pizza,Comida,6,11.87,Bilbao,2026-02-24,71.22
1191,265,Patatas,Comida,3,13.39,Sevilla,2026-05-22,40.17
1192,255,Patatas,Comida,4,10.12,Madrid,2026-03-24,40.48
1193,287,Pizza,Comida,1,1.51,Bilbao,2026-01-07,1.51
1194,149,Patatas,Comida,4,8.38,Madrid,2026-03-27,33.52
1195,320,Patatas,Comida,2,9.19,Bilbao,2026-03-30,18.38
1196,302,Patatas,Comida,4,9.37,Bilbao,2026-06-11,37.48
1197,141,Ensalada,Comida,3,14.73,Madrid,2026-01-12,44.19
1198,92,Cafe,Bebida,4,14.05,Bilbao,2026-03-28,56.2
1199,409,Agua,Bebida,1,14.86,Sevilla,2026-05-16,14.86
1200,314,Ensalada,Comida,3,3.15,Madrid,2026-03-22,9.45
1201,466,Refresco,Bebida,6,13.34,Valencia,2026-01-11,80.03999999999999
1202,89,Cafe,Bebida,1,12.44,Sevilla,2026-06-23,12.44
1203,296,Pizza,Comida,5,5.42,Sevilla,2026-01-01,27.1
1204,267,Pizza,Comida,1,6.55,Valencia,2026-06-25,6.55
1205,439,Refresco,Bebida,4,6.83,Valencia,2026-06-24,27.32
1206,497,Cafe,Bebida,5,2.69,Valencia,2026-06-15,13.45
1207,372,Agua,Bebida,2,9.6,Bilbao,2026-03-18,19.2
1208,482,Refresco,Bebida,6,11.56,Valencia,2026-06-07,69.36
1209,134,Hamburguesa,Comida,2,4.32,Madrid,2026-06-20,8.64
1210,308,Agua,Bebida,5,1.95,Valencia,2026-05-07,9.75
1211,290,Agua,Bebida,2,14.92,Madrid,2026-01-09,29.84
1212,181,Hamburguesa,Comida,5,1.11,Sevilla,2026-02-09,5.550000000000001
1213,20,Refresco,Bebida,4,8.33,Valencia,2026-02-27,33.32
1214,403,Pizza,Comida,6,11.39,Bilbao,2026-05-19,68.34
1215,38,Patatas,Comida,4,14.79,Bilbao,2026-05-23,59.16
1216,448,Cafe,Bebida,6,9.87,Bilbao,2026-04-17,59.22
1217,205,Pizza,Comida,3,8.7,Valencia,2026-01-26,26.099999999999998
1218,76,Refresco,Bebida,1,14.85,Valencia,2026-02-01,14.85
1219,300,Hamburguesa,Comida,1,7.93,Sevilla,2026-05-23,7.93
1220,344,Pizza,Comida,6,1.96,Bilbao,2026-05-23,11.76
1221,42,Patatas,Comida,5,14.91,Valencia,2026-05-16,74.55
1222,446,Patatas,Comida,4,13.28,Madrid,2026-03-01,53.12
1223,425,Agua,Bebida,4,10.29,Bilbao,2026-06-16,41.16
1224,236,Pizza,Comida,2,13.06,Bilbao,2026-05-18,26.12
1225,117,Agua,Bebida,4,4.77,Sevilla,2026-04-19,19.08
1226,268,Hamburguesa,Comida,3,11.9,Madrid,2026-01-28,35.7
1227,141,Refresco,Bebida,5,14.8,Sevilla,2026-03-19,74.0
1228,356,Agua,Bebida,6,3.09,Madrid,2026-06-15,18.54
1229,377,Cafe,Bebida,3,3.62,Valencia,2026-04-20,10.86
1230,441,Cafe,Bebida,5,9.02,Sevilla,2026-06-03,45.099999999999994
1231,85,Pizza,Comida,4,11.4,Valencia,2026-06-14,45.6
1232,484,Pizza,Comida,4,5.3,Valencia,2026-01-15,21.2
1233,121,Refresco,Bebida,1,14.84,Valencia,2026-05-05,14.84
1234,493,Cafe,Bebida,6,13.82,Madrid,2026-01-22,82.92
1235,142,Patatas,Comida,6,1.72,Bilbao,2026-06-04,10.32
1236,275,Cafe,Bebida,6,7.47,Sevilla,2026-01-31,44.82
1237,212,Hamburguesa,Comida,5,12.34,Bilbao,2026-06-20,61.7
1238,341,Hamburguesa,Comida,4,11.74,Bilbao,2026-06-28,46.96
1239,3,Patatas,Comida,1,5.76,Bilbao,2026-04-29,5.76
1240,365,Pizza,Comida,6,8.22,Sevilla,2026-03-26,49.32000000000001
1241,434,Ensalada,Comida,2,2.96,Sevilla,2026-04-23,5.92
1242,302,Refresco,Bebida,2,5.61,Madrid,2026-04-08,11.22
1243,76,Refresco,Bebida,1,6.15,Valencia,2026-02-12,6.15
1244,460,Pizza,Comida,2,11.37,Madrid,2026-04-01,22.74
1245,294,Agua,Bebida,6,7.23,Madrid,2026-06-23,43.38
1246,174,Cafe,Bebida,1,9.82,Bilbao,2026-03-09,9.82
1247,298,Agua,Bebida,2,6.72,Valencia,2026-05-31,13.44
1248,234,Agua,Bebida,4,14.23,Bilbao,2026-03-29,56.92
1249,81,Ensalada,Comida,6,6.5,Bilbao,2026-01-18,39.0
1250,477,Refresco,Bebida,2,5.66,Bilbao,2026-06-29,11.32
1251,106,Patatas,Comida,4,1.11,Valencia,2026-03-24,4.44
1252,360,Agua,Bebida,5,9.8,Bilbao,2026-04-15,49.0
1253,369,Agua,Bebida,3,10.9,Madrid,2026-03-15,32.7
1254,141,Pizza,Comida,5,5.72,Madrid,2026-01-26,28.599999999999998
1255,342,Ensalada,Comida,4,5.87,Sevilla,2026-06-14,23.48
1256,38,Ensalada,Comida,3,6.37,Madrid,2026-04-24,19.11
1257,192,Cafe,Bebida,3,10.02,Valencia,2026-05-23,30.06
1258,389,Pizza,Comida,1,13.48,Sevilla,2026-01-12,13.48
1259,373,Hamburguesa,Comida,4,2.32,Sevilla,2026-04-23,9.28
1260,70,Hamburguesa,Comida,6,9.57,Madrid,2026-04-03,57.42
1261,467,Patatas,Comida,2,11.27,Valencia,2026-05-15,22.54
1262,368,Agua,Bebida,1,8.97,Bilbao,2026-02-07,8.97
1263,35,Refresco,Bebida,1,10.18,Madrid,2026-02-07,10.18
1264,219,Agua,Bebida,2,4.32,Valencia,2026-02-18,8.64
1265,365,Cafe,Bebida,1,13.49,Bilbao,2026-06-01,13.49
1266,9,Ensalada,Comida,6,9.1,Sevilla,2026-03-02,54.599999999999994
1267,408,Patatas,Comida,6,13.14,Valencia,2026-05-31,78.84
1268,192,Refresco,Bebida,1,1.14,Valencia,2026-04-22,1.14
1269,67,Cafe,Bebida,6,9.89,Sevilla,2026-03-03,59.34
1270,406,Patatas,Comida,2,6.98,Valencia,2026-01-25,13.96
1271,368,Agua,Bebida,3,1.78,Sevilla,2026-01-07,5.34
1272,393,Refresco,Bebida,4,1.64,Sevilla,2026-01-25,6.56
1273,42,Agua,Bebida,5,10.67,Sevilla,2026-01-10,53.35
1274,4,Pizza,Comida,4,6.47,Sevilla,2026-04-20,25.88
1275,328,Pizza,Comida,5,10.91,Madrid,2026-01-03,54.55
1276,273,Patatas,Comida,3,9.17,Sevilla,2026-05-14,27.509999999999998
1277,380,Agua,Bebida,6,8.05,Madrid,2026-05-07,48.300000000000004
1278,413,Agua,Bebida,2,1.94,Valencia,2026-03-19,3.88
1279,355,Agua,Bebida,3,10.3,Sevilla,2026-03-29,30.900000000000002
1280,338,Patatas,Comida,6,14.3,Valencia,2026-06-27,85.80000000000001
1281,96,Pizza,Comida,5,5.21,Sevilla,2026-02-21,26.05
1282,457,Agua,Bebida,2,4.01,Bilbao,2026-03-20,8.02
1283,154,Patatas,Comida,3,1.06,Sevilla,2026-01-01,3.18
1284,361,Cafe,Bebida,3,8.49,Bilbao,2026-03-17,25.47
1285,449,Cafe,Bebida,4,4.64,Valencia,2026-06-14,18.56
1286,251,Patatas,Comida,6,8.27,Bilbao,2026-06-14,49.62
1287,323,Ensalada,Comida,2,13.38,Madrid,2026-01-16,26.76
1288,268,Refresco,Bebida,5,10.12,Valencia,2026-04-17,50.599999999999994
1289,443,Hamburguesa,Comida,5,12.81,Bilbao,2026-04-02,64.05
1290,184,Cafe,Bebida,3,8.15,Bilbao,2026-04-28,24.450000000000003
1291,103,Patatas,Comida,1,8.08,Valencia,2026-06-05,8.08
1292,10,Ensalada,Comida,2,8.96,Madrid,2026-05-17,17.92
1293,489,Ensalada,Comida,3,8.77,Bilbao,2026-05-07,26.31
1294,9,Pizza,Comida,5,3.97,Bilbao,2026-04-16,19.85
1295,399,Pizza,Comida,1,8.81,Bilbao,2026-02-01,8.81
1296,170,Hamburguesa,Comida,1,5.99,Bilbao,2026-01-01,5.99
1297,394,Cafe,Bebida,6,5.03,Bilbao,2026-01-06,30.18
1298,268,Agua,Bebida,3,9.42,Madrid,2026-02-22,28.259999999999998
1299,395,Refresco,Bebida,5,12.83,Sevilla,2026-01-07,64.15
1300,397,Agua,Bebida,5,4.38,Sevilla,2026-04-17,21.9
1301,71,Ensalada,Comida,3,11.18,Bilbao,2026-04-22,33.54
1302,233,Hamburguesa,Comida,3,9.39,Bilbao,2026-01-17,28.17
1303,269,Patatas,Comida,1,12.41,Bilbao,2026-01-19,12.41
1304,402,Ensalada,Comida,1,12.9,Madrid,2026-02-14,12.9
1305,498,Cafe,Bebida,6,5.05,Valencia,2026-05-17,30.299999999999997
1306,114,Refresco,Bebida,1,13.26,Sevilla,2026-02-14,13.26
1307,292,Cafe,Bebida,1,4.99,Sevilla,2026-02-23,4.99
1308,450,Refresco,Bebida,4,2.06,Madrid,2026-06-23,8.24
1309,48,Cafe,Bebida,1,2.57,Valencia,2026-02-03,2.57
1310,367,Cafe,Bebida,4,5.46,Valencia,2026-03-29,21.84
1311,359,Refresco,Bebida,2,13.51,Valencia,2026-03-28,27.02
1312,439,Cafe,Bebida,3,8.23,Bilbao,2026-03-02,24.69
1313,273,Pizza,Comida,1,12.57,Valencia,2026-03-17,12.57
1314,248,Patatas,Comida,3,4.67,Valencia,2026-01-30,14.01
1315,361,Refresco,Bebida,2,12.49,Sevilla,2026-06-04,24.98
1316,212,Pizza,Comida,3,12.35,Valencia,2026-05-24,37.05
1317,338,Patatas,Comida,2,12.19,Madrid,2026-03-22,24.38
1318,277,Ensalada,Comida,2,6.42,Sevilla,2026-02-16,12.84
1319,196,Hamburguesa,Comida,1,6.37,Valencia,2026-01-12,6.37
1320,187,Ensalada,Comida,3,11.24,Sevilla,2026-06-17,33.72
1321,420,Agua,Bebida,5,6.58,Valencia,2026-01-24,32.9
1322,407,Refresco,Bebida,3,7.72,Sevilla,2026-01-29,23.16
1323,196,Ensalada,Comida,3,8.61,Bilbao,2026-06-13,25.83
1324,10,Agua,Bebida,5,14.22,Bilbao,2026-01-24,71.10000000000001
1325,63,Ensalada,Comida,2,7.39,Sevilla,2026-05-16,14.78
1326,373,Ensalada,Comida,1,7.64,Madrid,2026-05-09,7.64
1327,427,Cafe,Bebida,2,7.13,Madrid,2026-02-09,14.26
1328,332,Agua,Bebida,2,10.19,Sevilla,2026-01-22,20.38
1329,120,Patatas,Comida,2,6.91,Bilbao,2026-02-13,13.82
1330,93,Pizza,Comida,3,6.98,Bilbao,2026-01-03,20.94
1331,299,Hamburguesa,Comida,1,5.42,Sevilla,2026-05-05,5.42
1332,141,Ensalada,Comida,2,11.85,Bilbao,2026-03-22,23.7
1333,53,Agua,Bebida,4,9.03,Bilbao,2026-06-20,36.12
1334,325,Cafe,Bebida,2,2.22,Valencia,2026-06-28,4.44
1335,262,Ensalada,Comida,1,13.76,Sevilla,2026-05-07,13.76
1336,216,Patatas,Comida,5,1.71,Sevilla,2026-03-15,8.55
1337,213,Ensalada,Comida,2,14.38,Sevilla,2026-04-28,28.76
1338,437,Refresco,Bebida,1,14.3,Valencia,2026-05-22,14.3
1339,432,Hamburguesa,Comida,4,5.37,Madrid,2026-04-24,21.48
1340,285,Pizza,Comida,3,9.98,Madrid,2026-06-22,29.94
1341,372,Pizza,Comida,1,10.6,Sevilla,2026-02-01,10.6
1342,233,Ensalada,Comida,3,11.2,Sevilla,2026-04-23,33.599999999999994
1343,254,Refresco,Bebida,1,4.86,Valencia,2026-03-06,4.86
1344,367,Pizza,Comida,6,10.14,Madrid,2026-01-29,60.84
1345,445,Agua,Bebida,2,6.52,Sevilla,2026-06-20,13.04
1346,175,Ensalada,Comida,6,4.85,Sevilla,2026-03-19,29.099999999999998
1347,269,Agua,Bebida,4,14.4,Valencia,2026-04-08,57.6
1348,439,Ensalada,Comida,2,9.24,Bilbao,2026-02-05,18.48
1349,107,Refresco,Bebida,3,12.4,Bilbao,2026-02-04,37.2
1350,463,Refresco,Bebida,2,1.67,Sevilla,2026-06-05,3.34
1351,154,Patatas,Comida,2,11.89,Valencia,2026-01-31,23.78
1352,166,Patatas,Comida,6,10.73,Valencia,2026-03-03,64.38
1353,224,Hamburguesa,Comida,4,14.55,Bilbao,2026-04-22,58.2
1354,45,Refresco,Bebida,4,11.76,Sevilla,2026-02-22,47.04
1355,223,Refresco,Bebida,2,14.98,Valencia,2026-04-13,29.96
1356,66,Hamburguesa,Comida,2,5.92,Valencia,2026-06-12,11.84
1357,469,Agua,Bebida,3,9.41,Valencia,2026-03-08,28.23
1358,141,Hamburguesa,Comida,4,11.18,Valencia,2026-01-20,44.72
1359,59,Pizza,Comida,6,9.75,Valencia,2026-01-11,58.5
1360,365,Pizza,Comida,4,8.01,Valencia,2026-03-03,32.04
1361,490,Hamburguesa,Comida,6,9.4,Valencia,2026-06-27,56.400000000000006
1362,221,Ensalada,Comida,4,6.36,Sevilla,2026-03-27,25.44
1363,292,Hamburguesa,Comida,2,10.05,Bilbao,2026-06-27,20.1
1364,498,Cafe,Bebida,1,12.25,Sevilla,2026-06-06,12.25
1365,225,Cafe,Bebida,3,9.14,Sevilla,2026-04-13,27.42
1366,213,Hamburguesa,Comida,2,8.81,Bilbao,2026-01-20,17.62
1367,249,Refresco,Bebida,1,1.32,Valencia,2026-01-17,1.32
1368,325,Agua,Bebida,3,14.22,Madrid,2026-01-20,42.660000000000004
1369,170,Patatas,Comida,1,10.78,Valencia,2026-06-25,10.78
1370,40,Pizza,Comida,3,4.85,Valencia,2026-04-09,14.549999999999999
1371,411,Agua,Bebida,2,2.87,Madrid,2026-06-08,5.74
1372,160,Patatas,Comida,1,1.69,Madrid,2026-01-06,1.69
1373,92,Cafe,Bebida,2,14.89,Madrid,2026-06-06,29.78
1374,367,Cafe,Bebida,3,7.35,Madrid,2026-02-01,22.049999999999997
1375,325,Ensalada,Comida,1,1.97,Sevilla,2026-06-09,1.97
1376,291,Ensalada,Comida,6,13.27,Sevilla,2026-06-02,79.62
1377,462,Cafe,Bebida,2,12.37,Sevilla,2026-01-12,24.74
1378,79,Hamburguesa,Comida,1,14.4,Sevilla,2026-04-03,14.4
1379,118,Ensalada,Comida,4,12.55,Sevilla,2026-04-21,50.2
1380,97,Agua,Bebida,6,11.06,Sevilla,2026-03-22,66.36
1381,67,Hamburguesa,Comida,2,4.56,Sevilla,2026-02-26,9.12
1382,401,Cafe,Bebida,2,13.51,Madrid,2026-03-05,27.02
1383,73,Refresco,Bebida,5,11.19,Sevilla,2026-02-26,55.949999999999996
1384,341,Cafe,Bebida,6,3.39,Valencia,2026-01-11,20.34
1385,445,Agua,Bebida,3,9.9,Sevilla,2026-03-23,29.700000000000003
1386,494,Pizza,Comida,3,2.73,Sevilla,2026-05-25,8.19
1387,499,Patatas,Comida,1,4.89,Bilbao,2026-04-22,4.89
1388,23,Refresco,Bebida,6,10.59,Sevilla,2026-04-23,63.54
1389,193,Patatas,Comida,5,6.21,Bilbao,2026-04-21,31.05
1390,275,Refresco,Bebida,3,10.23,Bilbao,2026-01-12,30.69
1391,91,Patatas,Comida,6,5.24,Valencia,2026-01-08,31.44
1392,122,Pizza,Comida,3,7.77,Sevilla,2026-01-15,23.31
1393,298,Pizza,Comida,4,1.44,Valencia,2026-01-19,5.76
1394,464,Hamburguesa,Comida,1,11.29,Valencia,2026-06-17,11.29
1395,421,Refresco,Bebida,1,9.52,Valencia,2026-03-07,9.52
1396,276,Pizza,Comida,4,6.55,Bilbao,2026-05-30,26.2
1397,388,Ensalada,Comida,6,7.12,Bilbao,2026-03-28,42.72
1398,449,Ensalada,Comida,3,8.43,Bilbao,2026-03-12,25.29
1399,227,Hamburguesa,Comida,6,7.06,Valencia,2026-03-24,42.36
1400,166,Agua,Bebida,6,2.04,Sevilla,2026-04-01,12.24
1401,13,Cafe,Bebida,6,1.49,Bilbao,2026-01-06,8.94
1402,382,Patatas,Comida,4,9.98,Sevilla,2026-03-09,39.92
1403,53,Cafe,Bebida,6,12.49,Madrid,2026-06-11,74.94
1404,418,Refresco,Bebida,2,7.93,Sevilla,2026-03-23,15.86
1405,27,Refresco,Bebida,6,6.71,Sevilla,2026-02-11,40.26
1406,312,Patatas,Comida,1,3.0,Valencia,2026-03-11,3.0
1407,126,Patatas,Comida,5,5.21,Sevilla,2026-03-05,26.05
1408,452,Refresco,Bebida,3,9.14,Bilbao,2026-04-12,27.42
1409,324,Patatas,Comida,1,5.94,Sevilla,2026-03-29,5.94
1410,196,Ensalada,Comida,1,9.32,Sevilla,2026-01-08,9.32
1411,365,Cafe,Bebida,1,1.33,Bilbao,2026-03-05,1.33
1412,5,Refresco,Bebida,4,13.16,Sevilla,2026-04-26,52.64
1413,394,Agua,Bebida,3,2.39,Bilbao,2026-05-25,7.17
1414,173,Agua,Bebida,4,6.11,Sevilla,2026-05-14,24.44
1415,321,Ensalada,Comida,1,8.99,Sevilla,2026-05-25,8.99
1416,132,Cafe,Bebida,4,12.61,Sevilla,2026-02-17,50.44
1417,355,Hamburguesa,Comida,5,3.03,Valencia,2026-03-18,15.149999999999999
1418,207,Agua,Bebida,6,3.53,Madrid,2026-02-05,21.18
1419,211,Ensalada,Comida,3,2.03,Valencia,2026-01-03,6.09
1420,264,Patatas,Comida,4,1.51,Sevilla,2026-06-26,6.04
1421,224,Cafe,Bebida,4,12.39,Bilbao,2026-04-02,49.56
1422,465,Refresco,Bebida,4,14.6,Bilbao,2026-04-07,58.4
1423,9,Refresco,Bebida,4,14.15,Madrid,2026-01-23,56.6
1424,337,Patatas,Comida,6,3.27,Valencia,2026-01-31,19.62
1425,163,Refresco,Bebida,1,3.96,Madrid,2026-04-02,3.96
1426,365,Patatas,Comida,6,9.49,Valencia,2026-06-09,56.94
1427,330,Agua,Bebida,4,5.44,Bilbao,2026-01-26,21.76
1428,267,Hamburguesa,Comida,3,9.66,Sevilla,2026-02-15,28.98
1429,230,Ensalada,Comida,2,12.68,Valencia,2026-03-30,25.36
1430,454,Refresco,Bebida,6,9.14,Bilbao,2026-01-25,54.84
1431,106,Agua,Bebida,5,1.64,Bilbao,2026-01-23,8.2
1432,407,Cafe,Bebida,1,8.17,Madrid,2026-02-25,8.17
1433,251,Hamburguesa,Comida,4,11.69,Sevilla,2026-06-17,46.76
1434,129,Pizza,Comida,3,6.16,Bilbao,2026-02-12,18.48
1435,431,Refresco,Bebida,3,10.33,Sevilla,2026-05-06,30.990000000000002
1436,365,Refresco,Bebida,1,11.56,Valencia,2026-03-24,11.56
1437,472,Cafe,Bebida,5,8.56,Valencia,2026-03-10,42.800000000000004
1438,272,Hamburguesa,Comida,1,4.2,Madrid,2026-04-23,4.2
1439,188,Cafe,Bebida,1,14.09,Madrid,2026-05-15,14.09
1440,364,Agua,Bebida,5,8.78,Sevilla,2026-06-03,43.9
1441,97,Patatas,Comida,3,7.89,Valencia,2026-04-13,23.669999999999998
1442,170,Pizza,Comida,6,10.81,Bilbao,2026-05-11,64.86
